name,Decade,Year,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
W23,2000,2005,12,12,-0.0033419957122201,-0.0020288144292172,0.0013131812830029,-0.033176039219742,-0.0027646699349785,-0.00285163038174295,0.00045025848019233,-0.0033419957122201,-0.0033419957122201,-0.00315142751642605,-0.0023272702952456,0.00082415722118045
W34,2000,2005,12,12,-0.0040341299027204,-0.0023097740486264,0.001724355854094,-0.0367224896326655,-0.00306020746938879,-0.0030187661759555,0.000519635813475977,-0.0040341299027204,-0.0040341299027204,-0.0034804618917405,-0.00257185939699405,0.00090860249474645
W37,2000,2005,12,12,-0.0036799963116862,-0.0022083837065581,0.0014716126051281,-0.0352017972239535,-0.00293348310199612,-0.0029508957395197,0.000484583882996442,-0.0036799963116862,-0.0036799963116862,-0.00342074565583825,-0.0024831763237895,0.000937569332048751
W36,2000,2005,12,12,-0.0038610715419054,-0.0026581836864352,0.0012028878554702,-0.0371109778061505,-0.00309258148384588,-0.00303253298625345,0.000327713468569238,-0.0038610715419054,-0.0038610715419054,-0.00327539769932625,-0.0028929528780281,0.00038244482129815
W10,2000,2005,12,12,-0.0036323298700153,-0.002308210125193,0.0013241197448223,-0.0351769891567523,-0.00293141576306269,-0.0029327523661777,0.000422810727106387,-0.0036323298700153,-0.0036323298700153,-0.0033002400305122,-0.0025522537762299,0.0007479862542823
W25,2000,2005,12,12,-0.0037771822714582,-0.0024541452767828,0.0013230369946754,-0.0360652073983713,-0.00300543394986428,-0.0028992004662902,0.000372965147881701,-0.0037771822714582,-0.0037771822714582,-0.00330287865842805,-0.0027911331110766,0.00051174554735145
W4,2000,2005,12,12,-0.0041945196610758,-0.0031310717492859,0.0010634479117899,-0.0415754428031485,-0.00346462023359571,-0.00342162923271105,0.000273086134460438,-0.0041945196610758,-0.0041945196610758,-0.00351934345601045,-0.00329401442227985,0.0002253290337306
W5,2000,2005,12,12,-0.0040177253967575,-0.0029955849081058,0.0010221404886517,-0.0410116373490023,-0.00341763644575019,-0.00340271790940485,0.000284167214033588,-0.0040177253967575,-0.0040177253967575,-0.0035988535154044,-0.0031732847520304,0.000425568763374
W29,2000,2005,12,12,-0.0038349230333708,-0.0028752256846068,0.000959697348764,-0.0389777398046271,-0.00324814498371893,-0.0032499400010956,0.000267477042274344,-0.0038349230333708,-0.0038349230333708,-0.0034271935885719,-0.0030113314833238,0.0004158621052481
W22,2000,2005,12,12,-0.0038413982941417,-0.0028640801009504,0.0009773181931913,-0.0381493877209801,-0.00317911564341501,-0.00312252563131295,0.000264561801199098,-0.0038413982941417,-0.0038413982941417,-0.00329537127550465,-0.00299821872248175,0.0002971525530229
W17,2000,2005,12,12,-0.0038487240832454,-0.0028014949687791,0.0010472291144663,-0.0379044397137982,-0.00315870330948318,-0.00311269025061025,0.00027775043441019,-0.0038487240832454,-0.0038487240832454,-0.00328353642514025,-0.0029510755878598,0.00033246083728045
W31,2000,2005,12,12,-0.003720985725522,-0.0023423628881573,0.0013786228373647,-0.0354403508827086,-0.00295336257355905,-0.0028666225261986,0.00039832891593682,-0.003720985725522,-0.003720985725522,-0.0032992246560752,-0.0027039749547839,0.0005952497012913
W7,2000,2005,12,12,-0.0037822786224488,-0.0027991868817226,0.0009830917407262,-0.0376282296268817,-0.00313568580224014,-0.0031039502580227,0.000266397499287236,-0.0037822786224488,-0.0037822786224488,-0.0032845889636884,-0.00294141114840355,0.00034317781528485
W16,2000,2005,12,12,-0.0038050788452277,-0.0025635945332124,0.0012414843120153,-0.036589283759108,-0.00304910697992567,-0.00295893126287475,0.000355442541893471,-0.0038050788452277,-0.0038050788452277,-0.0033253887947265,-0.00281498489442745,0.00051040390029905
W24,2000,2005,12,12,-0.0038692237188418,-0.002931487125655,0.0009377365931868,-0.0396930625041321,-0.00330775520867767,-0.00331788168599205,0.000277451260213271,-0.0038692237188418,-0.0038692237188418,-0.00346927375843125,-0.0030538045490781,0.00041546920935315
W9,2000,2005,12,12,-0.0037921580175558,-0.0026596228902538,0.001132535127302,-0.0367983734856044,-0.00306653112380037,-0.00308075376475845,0.000345336065379147,-0.0037921580175558,-0.0037921580175558,-0.0033178371377289,-0.0027271557288865,0.0005906814088424
W15,2000,2005,12,12,-0.0039991115530331,-0.0029193498194217,0.0010797617336114,-0.03983615959684,-0.00331967996640333,-0.00337368451679745,0.000322421143828563,-0.0039991115530331,-0.0039991115530331,-0.00348559984316425,-0.00299342085296905,0.0004921789901952
W35,2000,2005,12,12,-0.0040146125134356,-0.0028980293107027,0.0011165832027329,-0.0399842482622493,-0.00333202068852077,-0.0033901304701666,0.00033110717314849,-0.0040146125134356,-0.0040146125134356,-0.00351038667082225,-0.00300713419910705,0.0005032524717152
W8,2000,2005,12,12,-0.0039106849581003,-0.0025255726650357,0.0013851122930646,-0.036970029585063,-0.00308083579875525,-0.00311016663908955,0.000415153252432259,-0.0039106849581003,-0.0039106849581003,-0.0033997986465692,-0.0026916209608316,0.0007081776857376
W18,2000,2005,12,12,-0.0038235774263739,-0.0025292206555604,0.0012943567708135,-0.0364099405705923,-0.00303416171421602,-0.0030527655035257,0.000388295581300467,-0.0038235774263739,-0.0038235774263739,-0.00334370322525495,-0.00265234615653745,0.0006913570687175
W30,2000,2005,12,12,-0.0038021840155124,-0.0026328566018492,0.0011693274136632,-0.0367133254185313,-0.00305944378487761,-0.00308078038506205,0.000361321380979393,-0.0038021840155124,-0.0038021840155124,-0.00332602625712745,-0.0026956314686685,0.000630394788458949
W1,2000,2006,12,12,-0.0028838803991675,-0.0022532188644011,0.0006306615347664,-0.0321401933518542,-0.00267834944598785,-0.0027665480350454,0.000184256562727533,-0.0028838803991675,-0.0028838803991675,-0.00281447940506035,-0.0025453764634827,0.000269102941577649
W3,2000,2006,12,12,-0.0031665375435886,-0.0024993240095312,0.0006672135340574,-0.0339261343352453,-0.00282717786127044,-0.0028653573926105,0.000180733143131291,-0.0031665375435886,-0.0031665375435886,-0.00294259394168785,-0.00270311076155035,0.0002394831801375
W21,2000,2006,12,12,-0.003414730039837,-0.0026400703912089,0.0007746596486281,-0.036363942292647,-0.00303032852438725,-0.00304847811820405,0.000192566167557443,-0.003414730039837,-0.003414730039837,-0.0030984923826916,-0.0029132223505428,0.000185270032148801
